label,message
ham,Order confirmation. Dinner is planned for Saturday evening at home. Thanks for your help.
spam,Congratulations you won. Your account may be suspended unless you respond now. Limited availability.
ham,Family plan. We need to finalize the timeline before Friday. Let me know if anything changes.
ham,Family plan. Can you check this and reply when convenient? Thanks for your help.
ham,Weekly schedule. Please confirm your availability for the appointment. I appreciate your time.
ham,Weekly schedule. I completed the task and shared the latest version for review. Let me know if anything changes.
ham,Class notes. Can you check this and reply when convenient? I appreciate your time.
spam,"Exclusive bonus inside. Your payment failed, update your information right away. Last chance. ."
ham,Order confirmation. Here are the notes for this week and the next steps. Let me know if anything changes.
ham,Lunch plan. The order has been confirmed and details are attached below. Looking forward to your response.
ham,Lunch plan. Let us meet after class to discuss the assignment. Looking forward to your response.
spam,Free gift waiting. Please confirm your details to receive your prize. Last chance.
spam,Verify your account today. Your account may be suspended unless you respond now. Do not miss this opportunity.
ham,Homework question. We need to finalize the timeline before Friday. I appreciate your time.
spam,"Action required immediately. Do not miss this exclusive reward, claim it today. Offer ends very soon. ."
spam,"Congratulations you won. Your payment failed, update your information right away. Last chance. ."
ham,Team discussion. Please confirm your availability for the appointment. Thanks for your help.
spam,"Action required immediately. You have been selected for a special bonus offer. No reply is needed, act now. ."
ham,Meeting reminder. Dinner is planned for Saturday evening at home. Please reply when convenient.
ham,Meeting reminder. Here are the notes for this week and the next steps. I appreciate your time.
ham,Appointment follow-up. The meeting is scheduled for tomorrow afternoon in the office. Let me know if anything changes.
spam,Limited time offer. This is a limited time deal and you should act fast. Limited availability.
spam,Action required immediately. Please confirm your details to receive your prize. Do not miss this opportunity.
ham,Class notes. Can you check this and reply when convenient? Let me know if anything changes.
spam,"Congratulations you won. Your payment failed, update your information right away. Limited availability. ."
spam,"Verify your account today. This offer expires soon, so take action now. Limited availability. ."
spam,Congratulations you won. This is a limited time deal and you should act fast. Offer ends very soon.
spam,Action required immediately. Unlock premium access with this one time opportunity. Last chance.
ham,Order confirmation. I completed the task and shared the latest version for review. Thanks for your help.
spam,"Final notice payment needed. You have been selected for a special bonus offer. No reply is needed, act now. ."
spam,Exclusive bonus inside. Unlock premium access with this one time opportunity. Do not miss this opportunity.
spam,Action required immediately. Your account may be suspended unless you respond now. Do not miss this opportunity.
spam,Urgent account alert. Your account may be suspended unless you respond now. Limited availability.
ham,Weekly schedule. Here are the notes for this week and the next steps. Looking forward to your response.
